"","kraj","obmocje","populacija","lon","lat"
"3175","Lohaca","POSTOJNA",32,14.2110648,45.8330102
"3176","Mala Brda","POSTOJNA",46,14.12889,45.7925
"3177","Mali Otok","POSTOJNA",83,14.17778,45.78139
"3178","Malo Ubeljsko","POSTOJNA",53,14.07861,45.77194
"3179","Matenja vas","POSTOJNA",329,14.19056,45.74056
"3180","Orehek","POSTOJNA",203,14.14972,45.74833
"3181","Planina","POSTOJNA",798,14.25611,45.83389
"3182","Postojna","POSTOJNA",9393,14.21667,45.77694
"3183","Predjama","POSTOJNA",80,14.12972,45.81333
"3184","Prestranek","POSTOJNA",773,14.18622,45.73033
"3185","Rakitnik","POSTOJNA",163,14.19417,45.74694
"3186","Rakulik","POSTOJNA",21,14.13028,45.74083
"3187","Razdrto","POSTOJNA",189,14.05833,45.75639
"3188","Sajevce","POSTOJNA",36,14.1125,45.74333
"3189","Slavina","POSTOJNA",222,14.17972,45.71139
"3190","Slavinje","POSTOJNA",66,14.10389,45.75806
"3191","Stara vas","POSTOJNA",130,14.21222,45.76056
"3192","Strane","POSTOJNA",68,14.0875,45.78583
"3193","Strmca","POSTOJNA",84,14.2008304,45.8314678
"3194","Studenec","POSTOJNA",76,14.14861,45.76639
"3195","Studeno","POSTOJNA",294,14.17722,45.82306
"3196","Smihel pod Nanosom","POSTOJNA",197,14.12056,45.79639
"3197","Velika Brda","POSTOJNA",43,14.11194,45.77167
"3198","Veliki Otok","POSTOJNA",161,14.19889,45.7825
"3199","Veliko Ubeljsko","POSTOJNA",96,14.08778,45.78528
"3200","Zagon","POSTOJNA",201,14.17639,45.79333
"3201","Zeje","POSTOJNA",50,14.20139,45.72806
"3202","Baselj","PREDDVOR",439,14.4,46.31667
"3203","Breg ob Kokri","PREDDVOR",104,14.41667,46.3
"3204","Hrase pri Preddvoru","PREDDVOR",24,14.3740614,46.2931884
"3205","Hrib","PREDDVOR",70,14.4287534,46.3006712
"3206","Kokra","PREDDVOR",257,14.50111,46.30694
"3207","Mace","PREDDVOR",142,14.41667,46.31667
"3208","Mozjanca","PREDDVOR",56,14.45,46.3
"3209","Nova vas","PREDDVOR",127,14.4234429,46.3077192
"3210","Potoce","PREDDVOR",361,14.439513,46.305356
"3211","Preddvor","PREDDVOR",870,14.42306,46.3025
"3212","Spodnja Bela","PREDDVOR",94,14.4,46.3
"3213","Srednja Bela","PREDDVOR",325,14.4,46.3
"3214","Tupalice","PREDDVOR",403,14.4263174,46.2900703
"3215","Zgornja Bela","PREDDVOR",310,14.4,46.3
"3216","Grajena","PTUJ",344,15.84194,46.45889
"3217","Grajenscak","PTUJ",501,15.81667,46.48333
"3218","Kicar","PTUJ",802,15.91222,46.45194
"3219","Krcevina pri Vurbergu","PTUJ",896,15.81083,46.47528
"3220","Mestni Vrh","PTUJ",660,15.86528,46.44333
"3221","Pacinje","PTUJ",228,15.93472,46.45278
"3222","Podvinci","PTUJ",840,15.91667,46.4325
"3223","Ptuj","PTUJ",17769,15.87018,46.42005
"3224","Spodnji Velovlek","PTUJ",206,15.91667,46.46667
"3225","Spuhlja","PTUJ",883,15.915,46.4125
"3226","Beznovci","PUCONCI",158,16.07167,46.73222
"3227","Bodonci","PUCONCI",424,16.09222,46.74417
"3228","Bokraci","PUCONCI",67,16.18333,46.73333
"3229","Brezovci","PUCONCI",253,16.12306,46.70833
"3230","Dankovci","PUCONCI",141,16.16667,46.76667
"3231","Dolina","PUCONCI",201,16.18028,46.74333
"3232","Gorica","PUCONCI",287,16.145,46.705
"3233","Kustanovci","PUCONCI",167,16.19667,46.77833
"3234","Lemerje","PUCONCI",286,16.10278,46.71278
"3235","Mackovci","PUCONCI",206,16.16889,46.78139
"3236","Moscanci","PUCONCI",274,16.18528,46.75139
"3237","Otovci","PUCONCI",219,16.15,46.8
"3238","Pecarovci","PUCONCI",402,16.15194,46.74806
"3239","Poznanovci","PUCONCI",184,16.13278,46.7725
"3240","Predanovci","PUCONCI",175,16.12611,46.69639
"3241","Prosecka vas","PUCONCI",122,16.13944,46.78167
"3242","Puconci","PUCONCI",617,16.15639,46.70667
"3243","Puzevci","PUCONCI",178,16.08611,46.7125
"3244","Strukovci","PUCONCI",152,16.07028,46.71667
"3245","Salamenci","PUCONCI",296,16.11444,46.73222
"3246","Vadarci","PUCONCI",337,16.09222,46.74417
"3247","Vaneca","PUCONCI",466,16.15,46.73333
"3248","Zenkovci","PUCONCI",378,16.09222,46.74417
"3249","Brezula","RACE - FRAM",267,15.7,46.43333
"3250","Fram","RACE - FRAM",1017,15.63222,46.45056
"3251","Jesenca","RACE - FRAM",512,15.65,46.43333
"3252","Kopivnik","RACE - FRAM",234,15.63286,46.45172
"3253","Loka pri Framu","RACE - FRAM",162,15.6,46.45
"3254","Morje","RACE - FRAM",1120,15.62139,46.44444
"3255","Planica","RACE - FRAM",137,15.63286,46.45172
"3256","Podova","RACE - FRAM",270,15.63286,46.45172
"3257","Pozeg","RACE - FRAM",75,15.63333,46.43333
"3258","Race","RACE - FRAM",2691,15.68139,46.45194
"3259","Rance","RACE - FRAM",200,15.61056,46.46194
"3260","Spodnja Gorica","RACE - FRAM",262,15.69222,46.41889
"3261","Zgornja Gorica","RACE - FRAM",118,15.69222,46.41889
"3262","Sestdobe","RACE - FRAM",40,15.63286,46.45172
"3263","Brunk","RADECE",9,15.1765844,46.0371822
"3264","Brunska Gora","RADECE",78,15.2,46.05
"3265","Cimerno","RADECE",37,15.11667,46.08333
"3266","Dobrava","RADECE",51,15.1755571,46.0583265
"3267","Goreljce","RADECE",74,15.205,46.0325
"3268","Hotemez","RADECE",88,15.1931473,46.0543609
"3269","Jagnjenica","RADECE",299,15.1245132,46.0643319
"3270","Jelovo","RADECE",142,15.1503772,46.0747484
"3271","Log pri Vrhovem","RADECE",93,15.2220558,46.0345561
"3272","Loska Gora","RADECE",8,15.1786926,46.0529029
"3273","Mocilno","RADECE",105,15.1472436,46.0513542
"3274","Njivice","RADECE",107,15.1517457,46.0677981
"3275","Pocakovo","RADECE",131,15.11667,46.05
"3276","Prapretno","RADECE",70,15.2282734,46.0345638
"3277","Radece","RADECE",2066,15.18389,46.06806
"3278","Rudna vas","RADECE",17,15.1654778,46.0445589
"3279","Stari Dvor","RADECE",62,15.1359521,46.0657857
"3280","Svibno","RADECE",160,15.09722,46.06556
"3281","Vrhovo","RADECE",253,15.21667,46.04028
"3282","Zagrad","RADECE",92,15.1040233,46.0716534
"3283","Zavrate","RADECE",21,15.1620944,46.0821898
"3284","Zebnik","RADECE",155,15.13333,46.06667
"3285","Obrezje","RADECE",161,15.1906314,46.0656521
"3286","Boraceva","RADENCI",420,16.02417,46.64444
"3287","Hrastje-Mota","RADENCI",366,16.08583,46.61472
"3288","Hrasenski Vrh","RADENCI",104,16.0580921,46.605484
"3289","Janzev Vrh","RADENCI",263,16.0017847,46.6308411
"3290","Kapelski Vrh","RADENCI",230,16.0308519,46.6166471
"3291","Kobilscak","RADENCI",49,16.02722,46.63111
"3292","Kocjan","RADENCI",49,16.0328305,46.603659
"3293","Melanjski Vrh","RADENCI",25,16.0101787,46.6171145
"3294","Murski Vrh","RADENCI",98,16.0648919,46.5986421
"3295","Murscak","RADENCI",147,16.0624257,46.5940952
"3296","Okoslavci","RADENCI",238,16.02611,46.59778
"3297","Paricjak","RADENCI",217,16.0409655,46.6254739
"3298","Racki Vrh","RADENCI",81,16.0551028,46.6150894
"3299","Radenci","RADENCI",2134,16.03781,46.64201
"3300","Radenski Vrh","RADENCI",159,16.0274535,46.6220084
"3301","Rihtarovci","RADENCI",104,16.05528,46.63306
"3302","Spodnji Kocjan","RADENCI",60,16.0356352,46.608432
"3303","Sratovci","RADENCI",176,16.03,46.65306
"3304","Turjanci","RADENCI",98,16.06917,46.62917
"3305","Turjanski Vrh","RADENCI",72,16.0468644,46.6163649
"3306","Zgornji Kocjan","RADENCI",29,16.0438738,46.6187368
"3307","Zrnova","RADENCI",19,16.0173508,46.6237152
"3308","Brezni Vrh","RADLJE OB DRAVI",158,15.32417,46.63333
"3309","Dobrava","RADLJE OB DRAVI",211,15.22639,46.61417
"3310","Radelca","RADLJE OB DRAVI",95,15.22639,46.61417
"3311","Radlje ob Dravi","RADLJE OB DRAVI",2815,15.22639,46.61417
"3312","Remsnik","RADLJE OB DRAVI",210,15.3,46.61667
"3313","Spodnja Orlica","RADLJE OB DRAVI",109,15.22639,46.61417
"3314","Spodnja Vizinga","RADLJE OB DRAVI",299,15.25,46.6
"3315","Sv. Anton na Pohorju","RADLJE OB DRAVI",254,15.22639,46.61417
"3316","Sv. Trije Kralji","RADLJE OB DRAVI",212,15.22639,46.61417
"3317","St. Janz pri Radljah","RADLJE OB DRAVI",293,15.22639,46.61417
"3318","Vas","RADLJE OB DRAVI",428,15.22639,46.61417
"3319","Vuhred","RADLJE OB DRAVI",720,15.2375,46.59472
"3320","Zgornja Vizinga","RADLJE OB DRAVI",266,15.19861,46.61639
"3321","Zgornji kozji Vrh","RADLJE OB DRAVI",145,15.22639,46.61417
"3322","Begunje na Gorenjskem","RADOVLJICA",964,14.21667,46.38333
"3323","Brda","RADOVLJICA",51,14.1472358,46.3326949
"3324","Brezje","RADOVLJICA",492,14.23229,46.32897
"3325","Brezovica","RADOVLJICA",144,14.21667,46.3
"3326","Cesnjica pri Kropi","RADOVLJICA",104,14.2261094,46.2896644
"3327","Crnivec","RADOVLJICA",270,14.218188,46.3359652
"3328","Dobravica","RADOVLJICA",33,14.2388961,46.290703
"3329","Dobro Polje","RADOVLJICA",130,14.2231753,46.3230393
"3330","Dvorska vas","RADOVLJICA",166,14.2,46.36667
"3331","Globoko","RADOVLJICA",39,14.2093592,46.3232195
"3332","Gorica","RADOVLJICA",87,14.1981162,46.3456699
"3333","Hlebce","RADOVLJICA",272,14.1792826,46.3664485
"3334","Hrase","RADOVLJICA",224,14.16667,46.36667
"3335","Kamna Gorica","RADOVLJICA",531,14.2,46.31667
"3336","Kropa","RADOVLJICA",752,14.2,46.3
"3337","Lancovo","RADOVLJICA",494,14.16667,46.33333
"3338","Lesce","RADOVLJICA",2837,14.15778,46.36111
"3339","Lipnica","RADOVLJICA",51,14.2072779,46.3057414
"3340","Ljubno","RADOVLJICA",440,14.25,46.31667
"3341","Misace","RADOVLJICA",72,14.21667,46.31667
"3342","Mlaka","RADOVLJICA",33,14.2395896,46.3588858
"3343","Mosnje","RADOVLJICA",429,14.2101518,46.3350728
"3344","Nose","RADOVLJICA",4,14.2295628,46.3328832
"3345","Nova vas pri Lescah","RADOVLJICA",208,14.1861584,46.3556202
"3346","Otoce","RADOVLJICA",172,14.23333,46.31194
"3347","Ovsise","RADOVLJICA",215,14.25,46.28333
"3348","Peracica","RADOVLJICA",33,14.2425606,46.339176
"3349","Podnart","RADOVLJICA",331,14.2550262,46.2964282
"3350","Poljce","RADOVLJICA",202,14.1918901,46.375436
"3351","Poljsica pri Podnartu","RADOVLJICA",104,14.25,46.28333
"3352","Posavec","RADOVLJICA",381,14.2392362,46.3108836
"3353","Praprose","RADOVLJICA",33,14.2511287,46.3300156
"3354","Prezrenje","RADOVLJICA",75,14.2487026,46.292749
"3355","Radovljica","RADOVLJICA",6011,14.17444,46.34444
"3356","Ravnica","RADOVLJICA",32,14.1851779,46.3247505
"3357","Rovte","RADOVLJICA",45,14.2357511,46.2779603
"3358","Slatna","RADOVLJICA",65,14.23333,46.36667
"3359","Spodnja Dobrava","RADOVLJICA",46,14.23333,46.3
"3360","Spodnja Lipnica","RADOVLJICA",187,14.16667,46.31667
"3361","Spodnji Otok","RADOVLJICA",107,14.2,46.35
"3362","Srednja Dobrava","RADOVLJICA",139,14.23333,46.3
"3363","Srednja vas","RADOVLJICA",25,14.23333,46.36667
"3364","Studencice","RADOVLJICA",99,14.16667,46.36667
"3365","Vosce","RADOVLJICA",52,14.15,46.33333
"3366","Vrbnje","RADOVLJICA",357,14.1901781,46.3498016
"3367","Zadnja vas","RADOVLJICA",35,14.2406818,46.3624007
"3368","Zalose","RADOVLJICA",90,14.2461248,46.3042917
"3369","Zapuze","RADOVLJICA",388,14.2,46.36667
"3370","Zgornja Dobrava","RADOVLJICA",147,14.21667,46.31667
"3371","Zgornja Lipnica","RADOVLJICA",171,14.16667,46.31667
"3372","Zgornji Otok","RADOVLJICA",66,14.2,46.36667
"3373","Zgosa","RADOVLJICA",381,14.1975977,46.3691686
"3374","Brdinje","RAVNE NA KOROSKEM",633,15,46.53333
"3375","Dobja vas","RAVNE NA KOROSKEM",693,14.96917,46.54306
"3376","Dobrije","RAVNE NA KOROSKEM",91,14.98333,46.55
"3377","Koroski Selovec","RAVNE NA KOROSKEM",105,14.96917,46.54306
"3378","Kotlje","RAVNE NA KOROSKEM",1040,14.98694,46.52139
"3379","Navrski Vrh","RAVNE NA KOROSKEM",84,14.96667,46.53333
"3380","Podgora","RAVNE NA KOROSKEM",314,14.96667,46.51667
"3381","Podkraj","RAVNE NA KOROSKEM",85,14.96917,46.54306
"3382","Preski Vrh","RAVNE NA KOROSKEM",185,14.96917,46.54306
"3383","Ravne na Koroskem","RAVNE NA KOROSKEM",6675,14.96917,46.54306
"3384","Sele - del","RAVNE NA KOROSKEM",0,14.96917,46.54306
"3385","Strazisce","RAVNE NA KOROSKEM",214,14.96917,46.54306
"3386","Strojna","RAVNE NA KOROSKEM",109,14.9,46.6
"3387","Tolsti Vrh p. R. Na K. - del","RAVNE NA KOROSKEM",910,14.96917,46.54306
"3388","Urslja Gora","RAVNE NA KOROSKEM",29,14.93333,46.5
"3389","Zelen Breg","RAVNE NA KOROSKEM",175,14.96917,46.54306
"3390","Andol","RIBNICA",19,14.6414436,45.7879832
"3391","Blate","RIBNICA",49,14.74778,45.70139
"3392","Breg pri Ribnici na Dol.","RIBNICA",319,14.7164314,45.7517678
"3393","Breze","RIBNICA",155,NA,NA
"3394","Brinovscica","RIBNICA",16,14.6352103,45.7809285
"3395","Bukovec pri Poljanah","RIBNICA",9,14.6828777,45.8150098
"3396","Bukovica","RIBNICA",100,13.6631584,45.8978469
"3397","Crnec","RIBNICA",20,14.6243298,45.7852823
"3398","Crni Potok pri Vel. Lascah","RIBNICA",25,14.6204752,45.8008654
"3399","Dane","RIBNICA",66,14.69417,45.73667
"3400","Dolenja vas","RIBNICA",734,14.75444,45.70611
"3401","Dolenje Podpoljane","RIBNICA",57,14.6733619,45.8034654
"3402","Dolenji Lazi","RIBNICA",306,14.7175,45.76417
"3403","Dule","RIBNICA",3,NA,NA
"3404","Finkovo","RIBNICA",4,14.6747786,45.812401
"3405","Gaspinovo","RIBNICA",7,14.6519074,45.788176
"3406","Gorenje Podpoljane","RIBNICA",21,14.6661083,45.804818
"3407","Gorenji Lazi","RIBNICA",48,14.6743648,45.7699981
"3408","Gorica vas","RIBNICA",385,14.73889,45.73
"3409","Graben","RIBNICA",20,NA,NA
"3410","Grcarice","RIBNICA",151,14.75472,45.65111
"3411","Grcarske Ravne","RIBNICA",8,14.75278,45.65889
"3412","Grebenje","RIBNICA",11,14.6305996,45.7992763
"3413","Gric","RIBNICA",339,NA,NA
"3414","Hojce","RIBNICA",16,14.6469578,45.7823269
"3415","Hrovaca","RIBNICA",285,14.736861,45.7371317
"3416","Hudi Konec","RIBNICA",30,14.6578894,45.7799742
"3417","Jelendol","RIBNICA",0,14.76361,45.67333
"3418","Jelenov Zleb","RIBNICA",0,14.66667,45.69167
"3419","Juncje","RIBNICA",24,14.6353612,45.79869
"3420","Jurjevica","RIBNICA",201,14.69389,45.75194
"3421","Kot pri Rakitnici","RIBNICA",6,14.7493216,45.6930036
"3422","Kot pri Ribnici","RIBNICA",113,14.68056,45.74444
"3423","Krnce","RIBNICA",12,14.6440886,45.7871792
"3424","Levstiki","RIBNICA",7,14.6416671,45.7942191
"3425","Lipovec","RIBNICA",142,14.75861,45.71361
"3426","Makose","RIBNICA",6,14.78833,45.72194
"3427","Marolce","RIBNICA",33,14.64722,45.80056
"3428","Marsici","RIBNICA",19,13.9049578,45.4549332
"3429","Nemska vas","RIBNICA",246,14.74528,45.71722
"3430","Ortnek","RIBNICA",14,14.68722,45.7875
"3431","Otavice","RIBNICA",124,14.75889,45.74222
"3432","Perovo","RIBNICA",10,NA,NA
"3433","Praproce","RIBNICA",39,14.2910338,46.0614463
"3434","Prigorica","RIBNICA",386,14.7525,45.71194
"3435","Pugled pri Karlovici","RIBNICA",6,14.6038033,45.7906665
"3436","Pusti Hrib","RIBNICA",13,14.6576993,45.7923234
"3437","Rakitnica","RIBNICA",254,14.75306,45.69917
"3438","Ribnica","RIBNICA",3543,14.7275,45.73861
"3439","Rigelj pri Ortneku","RIBNICA",11,14.6632894,45.7921194
"3440","Sajevec","RIBNICA",154,14.7031484,45.7432683
"3441","Slatnik","RIBNICA",123,14.6877459,45.7643415
"3442","Susje","RIBNICA",119,14.68611,45.75722
"3443","Sv. Gregor","RIBNICA",63,14.640781,45.784567
"3444","Skrajnek","RIBNICA",5,14.6856254,45.810667
"3445","Velike Poljane","RIBNICA",138,14.68278,45.79611
"3446","Vintarji","RIBNICA",15,14.6013673,45.7947078
"3447","Vrh pri Poljanah","RIBNICA",6,14.6965135,45.8118189
"3448","Zadniki","RIBNICA",13,14.6195629,45.7847749
"3449","Zadolje","RIBNICA",12,14.72833,45.7025
"3450","Zapuze pri Ribnici","RIBNICA",23,14.7157174,45.7652524
"3451","Zlati Rep","RIBNICA",8,14.6560502,45.804247
"3452","Zlebic","RIBNICA",247,14.69306,45.76528
"3453","Zukovo","RIBNICA",9,14.6967675,45.8071826
"3454","Fiksinci","ROGASOVCI",170,16.01667,46.78333
"3455","Kramarovci","ROGASOVCI",46,16.01167,46.80833
"3456","Nuskova","ROGASOVCI",275,16.02417,46.81833
"3457","Ocinje","ROGASOVCI",42,16.01667,46.81667
"3458","Pertoca","ROGASOVCI",419,16.02667,46.77944
"3459","Rogasovci","ROGASOVCI",244,16.03333,46.8
"3460","Ropoca","ROGASOVCI",211,16.0249883,46.7599412
"3461","Serdica","ROGASOVCI",556,16.04528,46.82667
"3462","Sotina","ROGASOVCI",323,16.04528,46.82667
"3463","Sveti Jurij","ROGASOVCI",463,16.0368654,46.8016061
"3464","Veceslavci","ROGASOVCI",362,16.02667,46.78889
"3465","Brestovec","ROGASKA SLATINA",161,15.63972,46.2375
"3466","Brezje pri Podplatu","ROGASKA SLATINA",60,15.58333,46.25
"3467","Cerovec pod Bocem","ROGASKA SLATINA",368,15.63972,46.2375
"3468","Ceste","ROGASKA SLATINA",119,15.63972,46.2375
"3469","Caca vas","ROGASKA SLATINA",150,15.61667,46.26667
"3470","Drevenik","ROGASKA SLATINA",78,15.58333,46.26667
"3471","Gabrce","ROGASKA SLATINA",55,15.63972,46.2375
"3472","Gabrovec pri Kostrivnici","ROGASKA SLATINA",60,15.63972,46.2375
"3473","Gradiski Dol","ROGASKA SLATINA",28,15.63972,46.2375
"3474","Irje","ROGASKA SLATINA",336,15.63333,46.25
"3475","Kacji Dol","ROGASKA SLATINA",158,15.63972,46.2375
"3476","Kamence","ROGASKA SLATINA",109,15.63972,46.2375
"3477","Kamna Gorca","ROGASKA SLATINA",106,15.63972,46.2375
"3478","Male Rodne","ROGASKA SLATINA",128,15.63972,46.2375
"3479","Nimno","ROGASKA SLATINA",93,15.63972,46.2375
"3480","Plat","ROGASKA SLATINA",88,15.6,46.21667
"3481","Podplat","ROGASKA SLATINA",127,15.57639,46.24611
"3482","Podturn","ROGASKA SLATINA",77,15.63972,46.2375
"3483","Pristavica","ROGASKA SLATINA",62,15.63972,46.2375
"3484","Prnek","ROGASKA SLATINA",120,15.63972,46.2375
"3485","Rajnkovec","ROGASKA SLATINA",86,15.63333,46.21667
"3486","Ratanska vas","ROGASKA SLATINA",81,15.63972,46.2375
"3487","Rjavica","ROGASKA SLATINA",158,15.63972,46.2375
"3488","Rogaska Slatina","ROGASKA SLATINA",4980,15.63972,46.2375
"3489","Spodnja Kostrivnica","ROGASKA SLATINA",124,15.61667,46.25
"3490","Spodnje Negonje","ROGASKA SLATINA",283,15.63972,46.2375
"3491","Spodnje Secovo","ROGASKA SLATINA",436,15.63972,46.2375
"3492","Spodnji Gabernik","ROGASKA SLATINA",114,15.56667,46.26667
"3493","Strmec pri sv. Florijanu","ROGASKA SLATINA",149,15.63972,46.2375
"3494","Sv. Florijan","ROGASKA SLATINA",355,15.63972,46.2375
"3495","Tekacevo","ROGASKA SLATINA",224,15.6,46.23333
"3496","Topole","ROGASKA SLATINA",216,15.63972,46.2375
"3497","Trzisce","ROGASKA SLATINA",174,15.65111,46.23111
"3498","Tuncovec","ROGASKA SLATINA",160,15.63972,46.2375
"3499","Velike Rodne","ROGASKA SLATINA",182,15.63972,46.2375
"3500","Vinec","ROGASKA SLATINA",28,15.63972,46.2375
"3501","Zagaj pod Bocem","ROGASKA SLATINA",196,15.63972,46.2375
"3502","Zgornja Kostrivnica","ROGASKA SLATINA",150,15.59389,46.26306
"3503","Zgornje Negonje","ROGASKA SLATINA",145,15.63972,46.2375
"3504","Zgornje Secovo","ROGASKA SLATINA",102,15.63972,46.2375
"3505","Zgornji Gabernik","ROGASKA SLATINA",132,15.5725,46.27722
"3506","Brezovec pri Rogatcu","ROGATEC",48,15.6827956,46.2279836
"3507","Dobovec pri Rogatcu","ROGATEC",278,15.7586018,46.2094136
"3508","Donacka Gora","ROGATEC",177,15.73333,46.25
"3509","Log","ROGATEC",228,15.76667,46.23333
"3510","Rogatec","ROGATEC",1520,15.70028,46.22944
"3511","Sv. Jurij","ROGATEC",137,15.7372924,46.2522807
"3512","Tlake","ROGATEC",318,15.7130483,46.2537026
"3513","Trlicno","ROGATEC",118,15.7785251,46.2145437
"3514","Zahenberc","ROGATEC",269,15.7275969,46.2411738
"3515","Bezena","RUSE",555,15.5354443,46.5485545
"3516","Bistrica ob Dravi","RUSE",1297,15.5512543,46.5538747
"3517","Fala","RUSE",73,15.44722,46.54389
"3518","Lobnica","RUSE",154,15.51667,46.51667
"3519","Log","RUSE",400,15.3229288,46.0020639
"3520","Ruse","RUSE",4380,NA,NA
"3521","Smolnik","RUSE",291,15.45417,46.5225
"3522","Blatnik pri Crmosnjicah","SEMIC",19,15.13333,45.65
"3523","Brezje pri Roznem Dolu","SEMIC",9,15.11667,45.65
"3524","Brezje pri Vinjem Vrhu","SEMIC",13,15.2,45.63333
"3525","Brezova Reber","SEMIC",42,15.21667,45.68333
"3526","Brezovica pri Crmosnjicah","SEMIC",8,15.1222715,45.6541738
"3527","Brstovec","SEMIC",30,15.1965282,45.6316131
"3528","Cerovec pri Cresnjevcu","SEMIC",67,15.24477,45.656564
"3529","Cresnjevec pri Semicu","SEMIC",91,15.23278,45.655
"3530","Crmosnjice","SEMIC",141,15.1,45.68333
"3531","Gaber pri Crmosnjicah","SEMIC",0,15.127369,45.6574847
"3532","Gornje Laze","SEMIC",33,15.148807,45.6933722
"3533","Gradnik","SEMIC",64,15.2422265,45.6712305
"3534","Hrib pri Cerovcu","SEMIC",12,15.2426237,45.6599242
"3535","Hrib pri Roznem Dolu","SEMIC",0,15.1337708,45.6808372
"3536","Kal","SEMIC",87,15.2,45.66667
"3537","Komarna vas","SEMIC",6,15.1,45.68333
"3538","Krupa","SEMIC",45,15.2180478,45.6359532
"3539","Krvavcji Vrh","SEMIC",80,15.2574337,45.6561518
"3540","Lipovec","SEMIC",34,15.18333,45.63333
"3541","Maline pri Strekljevcu","SEMIC",25,15.21667,45.7
"3542","Maselj","SEMIC",0,15.1202695,45.6838345
"3543","Moverna vas","SEMIC",28,15.2206383,45.6329761
"3544","Nestoplja vas","SEMIC",26,15.1809067,45.6285545
"3545","Omota","SEMIC",49,15.2217317,45.6615034
"3546","Oskorsnica","SEMIC",65,15.2026644,45.6605349
"3547","Osojnik","SEMIC",123,15.21389,45.67972
"3548","Planina","SEMIC",7,15.11667,45.61667
"3549","Podreber","SEMIC",67,15.2029797,45.6663003
"3550","Potoki","SEMIC",18,15.1451523,45.6686576
"3551","Praproce","SEMIC",20,15.2346885,45.6746746
"3552","Praprot","SEMIC",52,15.21667,45.63333
"3553","Preloge","SEMIC",5,15.1573149,45.6674236
"3554","Pribisje","SEMIC",21,15.16667,45.68333
"3555","Pugled","SEMIC",16,15.1911976,45.635771
"3556","Rozni Dol","SEMIC",50,15.14472,45.68083
"3557","Sela pri Vrcicah","SEMIC",13,15.147747,45.6499907
"3558","Semic","SEMIC",1982,15.18222,45.64611
"3559","Sodji Vrh","SEMIC",24,15.2434698,45.6738525
"3560","Sredgora","SEMIC",0,15.0925,45.60444
"3561","Srednja vas","SEMIC",62,15.10861,45.66417
"3562","Starihov Vrh","SEMIC",20,15.1740052,45.6307705
"3563","Stranska vas pri Semicu","SEMIC",58,15.21852,45.6317815
"3564","Strekljevec","SEMIC",111,15.21528,45.6725
"3565","Trebnji Vrh","SEMIC",13,15.1676323,45.6352218
"3566","Vinji Vrh pri Semicu","SEMIC",49,15.2,45.63333
"3567","Vrcice","SEMIC",49,15.15,45.65
"3568","Sovinek","SEMIC",46,15.2060155,45.6480369
"3569","Apnenik pri Bostanju","SEVNICA",40,15.2570816,46.0230015
"3570","Arto","SEVNICA",396,15.3932623,45.9841819
"3571","Birna vas","SEVNICA",55,15.1760233,46.0058892
"3572","Blanca","SEVNICA",238,15.389218,45.9924949
"3573","Bostanj","SEVNICA",289,15.2825,46.01444
"3574","Breg","SEVNICA",142,15.24056,46.04611
"3575","Brezovo","SEVNICA",55,15.36722,45.99611
"3576","Budna vas","SEVNICA",89,15.1914587,46.0348726
"3577","Cerovec","SEVNICA",53,15.2004588,46.0183307
"3578","Canje","SEVNICA",103,15.37139,46.0125
"3579","Celovnik","SEVNICA",28,15.2049057,46.0724498
"3580","Cesnjice","SEVNICA",13,15.2883407,45.9639683
"3581","Dedna Gora","SEVNICA",7,15.3003736,45.9776493
"3582","Dolenji Bostanj","SEVNICA",677,15.29083,46.00944
"3583","Dolnje Brezovo","SEVNICA",156,15.36722,45.99611
"3584","Dolnje Impolje","SEVNICA",26,15.3185676,45.9716257
"3585","Dolnje Orle","SEVNICA",27,15.33333,45.98333
"3586","Drozanje","SEVNICA",130,15.3108812,46.029495
"3587","Drusce","SEVNICA",64,15.26667,45.96667
"3588","Gabrijele","SEVNICA",235,15.16667,45.98333
"3589","Gabrje","SEVNICA",34,15.2194109,45.9848238
"3590","Gornje Brezovo","SEVNICA",54,15.36722,45.99611
"3591","Gornje Impolje","SEVNICA",19,15.3079105,45.9729272
"3592","Gornje Orle","SEVNICA",52,15.33333,45.98333
"3593","Goveji Dol","SEVNICA",26,15.1997172,45.9823467
"3594","Hudo Brezje","SEVNICA",104,15.3625746,45.9636758
"3595","Jablanica","SEVNICA",170,15.2128078,46.0101161
"3596","Jelovec","SEVNICA",44,15.2437911,45.9897254
"3597","Jeperjek","SEVNICA",42,15.2458315,45.9582344
"3598","Kal pri Krmelju","SEVNICA",66,15.1268276,46.0185449
"3599","Kamenica","SEVNICA",44,15.2,46
"3600","Kaplja vas","SEVNICA",51,15.1792717,45.9609216
"3601","Kladje nad Blanco","SEVNICA",157,15.4071973,45.9942765
"3602","Kladje pri Krmelju","SEVNICA",62,15.1144161,46.0415924
"3603","Koludrje","SEVNICA",48,15.1676507,46.0026384
"3604","Kompolje","SEVNICA",80,15.26667,46.03333
"3605","Konjsko","SEVNICA",72,15.3,46
"3606","Krajna Brda","SEVNICA",90,15.399221,46.0076939
"3607","Kriz","SEVNICA",103,15.25,45.96667
"3608","Krmelj","SEVNICA",646,15.18944,45.98472
"3609","Krsinji Vrh","SEVNICA",36,15.21667,45.93333
"3610","Laze pri Bostanju","SEVNICA",29,15.2784535,45.987007
"3611","Ledina","SEVNICA",238,15.28333,46.03333
