"","kraj","obmocje","populacija","lon","lat"
"3612","Leskovec v Podborstu","SEVNICA",89,15.1575563,46.0369697
"3613","Log","SEVNICA",337,15.3229288,46.0020639
"3614","Loka pri Zidanem Mostu","SEVNICA",500,15.20722,46.0575
"3615","Loncarjev Dol","SEVNICA",216,15.3431169,46.0127909
"3616","Lukovec","SEVNICA",192,15.3,45.98333
"3617","Mala Hubajnica","SEVNICA",39,15.3,45.96667
"3618","Malkovec","SEVNICA",156,15.2102631,45.9510762
"3619","Metni Vrh","SEVNICA",181,15.3120169,46.0436523
"3620","Mrtovec","SEVNICA",89,15.2455394,46.0351955
"3621","Mrzla Planina","SEVNICA",101,15.395165,46.0557589
"3622","Novi Grad","SEVNICA",40,15.2148799,46.0249873
"3623","Okroglice","SEVNICA",94,15.255426,46.07053
"3624","Orehovo","SEVNICA",233,15.267137,46.0250314
"3625","Oresje nad Sevnico","SEVNICA",149,15.2982436,46.0496991
"3626","Osredek pri Hubajnici","SEVNICA",15,15.3201926,45.9592818
"3627","Osredek pri Krmelju","SEVNICA",126,15.1274266,46.039849
"3628","Otavnik","SEVNICA",26,15.2354006,45.9443358
"3629","Pavla vas","SEVNICA",62,15.2088448,45.9439066
"3630","Pecje","SEVNICA",119,15.3292524,46.0084616
"3631","Pijavice","SEVNICA",65,15.1632575,45.9698631
"3632","Podborst","SEVNICA",89,15.1530282,46.0029155
"3633","Podgorica","SEVNICA",106,15.2908939,46.055831
"3634","Podgorje ob Sevnicni","SEVNICA",130,15.35,46.06667
"3635","Podvrh","SEVNICA",86,15.3650682,46.0387031
"3636","Poklek nad Blanco","SEVNICA",209,15.3889445,46.0191958
"3637","Polje pri Trziscu","SEVNICA",89,15.1804946,45.9744678
"3638","Ponikve pri Studencu","SEVNICA",58,15.36667,45.98333
"3639","Preska","SEVNICA",22,15.2903454,45.9843711
"3640","Presna Loka","SEVNICA",74,15.20722,46.0575
"3641","Primoz","SEVNICA",28,15.2962222,45.9703029
"3642","Racica","SEVNICA",203,15.2152133,46.0529115
"3643","Radez","SEVNICA",124,15.2285061,46.06287
"3644","Radna","SEVNICA",81,15.2964915,46.0050566
"3645","Razbor","SEVNICA",151,15.25,46.06667
"3646","Rogacice","SEVNICA",39,15.2856964,45.9695681
"3647","Rovisce pri Studencu","SEVNICA",142,15.3549623,45.9575885
"3648","Selce nad Blanco","SEVNICA",58,15.4069732,46.0152343
"3649","Sevnica","SEVNICA",4572,15.31556,46.00778
"3650","Skrovnik","SEVNICA",61,15.1661979,45.9629223
"3651","Slancji Vrh","SEVNICA",49,15.2328506,45.9530618
"3652","Slap","SEVNICA",16,15.2021719,46.0635631
"3653","Spodnje Mladetice","SEVNICA",56,15.1668155,45.9769947
"3654","Spodnje Vodale","SEVNICA",130,15.23333,45.96667
"3655","Srednik","SEVNICA",61,15.1784222,46.0268951
"3656","Strzisce","SEVNICA",59,15.3748954,46.0313568
"3657","Studenec","SEVNICA",190,15.35,45.96667
"3658","Svinjsko","SEVNICA",51,15.111893,46.0101982
"3659","Sentjanz","SEVNICA",399,15.16722,46.01139
"3660","Sentjur na Polju","SEVNICA",90,15.2310669,46.041695
"3661","Skovec","SEVNICA",68,15.1868331,45.9501608
"3662","Smarcna","SEVNICA",92,15.2474211,46.0440921
"3663","Stajngrob","SEVNICA",41,15.1367543,46.0180121
"3664","Telce","SEVNICA",79,15.26667,45.96667
"3665","Telcice","SEVNICA",54,15.2781743,45.9430645
"3666","Trnovec","SEVNICA",131,15.3768476,46.0370254
"3667","Trscina","SEVNICA",56,15.2117371,45.9346153
"3668","Trzisce","SEVNICA",206,15.19722,45.95889
"3669","Velika Hubajnica","SEVNICA",27,15.3,45.96667
"3670","Veliki Cirnik","SEVNICA",65,15.1391064,45.9956653
"3671","Vranje","SEVNICA",113,15.35,46.03333
"3672","Vrh pri Bostanju","SEVNICA",219,15.2592143,46.0053153
"3673","Vrhek","SEVNICA",103,15.2030731,45.9751393
"3674","Zabukovje nad Sevnico","SEVNICA",168,15.3675,46.055
"3675","Zavratec","SEVNICA",81,15.341352,45.9588486
"3676","Zgornje Mladetice","SEVNICA",76,15.1579569,45.9761855
"3677","Zgornje Vodale","SEVNICA",19,15.237251,45.9603499
"3678","Znojile pri Studencu","SEVNICA",7,15.2840527,45.9655147
"3679","Zigrski Vrh","SEVNICA",170,15.3589248,46.0102762
"3680","Zirovnica","SEVNICA",26,15.224469,46.0752545
"3681","Zurkov Dol","SEVNICA",200,15.332822,46.0234917
"3682","Hinje","SEVNICA",44,15.1602624,46.0075364
"3683","Kamensko","SEVNICA",19,15.19438,46.0002534
"3684","Hinjce","SEVNICA",34,15.196253,45.9853885
"3685","Brezje","SEVNICA",16,15.1976378,45.9894615
"3686","Krizisce","SEVNICA",37,15.2109185,45.9925281
"3687","Marendol","SEVNICA",17,NA,NA
"3688","Avber","SEZANA",111,13.87222,45.78083
"3689","Bogo","SEZANA",8,13.917334,45.7859514
"3690","Brestovica pri Povirju","SEZANA",45,13.945,45.71472
"3691","Brje pri Koprivi","SEZANA",38,13.84194,45.7775
"3692","Dane pri Sezani","SEZANA",387,13.88111,45.71611
"3693","Dobravlje","SEZANA",73,13.88222,45.76694
"3694","Dol pri Vogljah","SEZANA",115,13.81389,45.725
"3695","Dolenje","SEZANA",25,13.9009856,45.7893777
"3696","Dutovlje","SEZANA",701,13.83222,45.75806
"3697","Filipcje Brdo","SEZANA",31,13.88306,45.73778
"3698","Godnje","SEZANA",86,13.8400142,45.7521236
"3699","Gorenje pri Divaci","SEZANA",140,13.94472,45.69167
"3700","Gradisce pri Stjaku","SEZANA",2,13.9202814,45.7927213
"3701","Gradnje","SEZANA",14,13.8848793,45.7785724
"3702","Grahovo Brdo","SEZANA",42,13.89528,45.74583
"3703","Grize","SEZANA",47,13.94361,45.75583
"3704","Hribi","SEZANA",5,13.9127519,45.7803243
"3705","Jakovce","SEZANA",23,13.9616893,45.7695317
"3706","Kazlje","SEZANA",186,13.9075,45.76167
"3707","Kopriva","SEZANA",176,13.83389,45.78167
"3708","Kosovelje","SEZANA",48,13.79694,45.78694
"3709","Krajna vas","SEZANA",113,13.80306,45.76861
"3710","Kregolisce","SEZANA",18,13.7423355,45.7863364
"3711","Kreplje","SEZANA",136,13.83722,45.74417
"3712","Kriz","SEZANA",660,13.86583,45.74472
"3713","Krtinovica","SEZANA",8,13.8775,45.80611
"3714","Lipica","SEZANA",59,13.8825,45.66722
"3715","Lokev","SEZANA",790,13.92806,45.66111
"3716","Mahnici","SEZANA",15,13.9037853,45.7802388
"3717","Majcni","SEZANA",58,13.9363585,45.7457623
"3718","Merce","SEZANA",108,13.90028,45.70028
"3719","Nova vas","SEZANA",2,13.8931689,45.7882561
"3720","Orlek","SEZANA",184,13.84389,45.69028
"3721","Plesivica","SEZANA",81,13.91194,45.69472
"3722","Pliskovica","SEZANA",224,13.78167,45.7725
"3723","Podbreze","SEZANA",34,13.9317907,45.7254709
"3724","Poljane pri Stjaku","SEZANA",4,13.9256303,45.7794733
"3725","Ponikve","SEZANA",130,13.86611,45.79111
"3726","Povir","SEZANA",338,13.93611,45.69861
"3727","Preloze pri Lokvi","SEZANA",80,13.9350399,45.652818
"3728","Pristava","SEZANA",1,13.9067431,45.7828332
"3729","Rasa","SEZANA",0,13.8876682,45.7916339
"3730","Ravnje","SEZANA",51,13.88528,45.7975
"3731","Razguri","SEZANA",35,13.9383012,45.7792611
"3732","Sela","SEZANA",47,13.92639,45.77278
"3733","Selo","SEZANA",13,13.8956927,45.7983246
"3734","Senadolice","SEZANA",12,13.9582092,45.7320862
"3735","Sezana","SEZANA",5665,13.87333,45.70924
"3736","Skopo","SEZANA",226,13.82278,45.77278
"3737","Stomaz","SEZANA",41,13.9290402,45.7736014
"3738","Sepulje","SEZANA",112,13.8690094,45.7495572
"3739","Smarje pri Sezani","SEZANA",292,13.86889,45.72806
"3740","Stjak","SEZANA",64,13.9075,45.79556
"3741","Storje","SEZANA",340,13.92917,45.73861
"3742","Tabor","SEZANA",12,13.95806,45.76889
"3743","Tomaj","SEZANA",328,13.85306,45.75583
"3744","Tublje pri Komnu","SEZANA",38,13.75,45.76667
"3745","Utovlje","SEZANA",37,13.88333,45.75389
"3746","Veliki Dol","SEZANA",123,13.75194,45.77028
"3747","Veliko Polje","SEZANA",62,13.97583,45.76778
"3748","Voglje","SEZANA",71,13.8075,45.73139
"3749","Vrabce","SEZANA",54,13.95944,45.77639
"3750","Vrhovlje","SEZANA",97,13.82361,45.72861
"3751","Zirje","SEZANA",94,13.91861,45.70833
"3752","Brda","SLOVENJ GRADEC",286,15.08056,46.51028
"3753","Gmajna","SLOVENJ GRADEC",466,15.08056,46.51028
"3754","Golavabuka","SLOVENJ GRADEC",176,15.15,46.46667
"3755","Gradisce","SLOVENJ GRADEC",313,15.1,46.51667
"3756","Graska Gora","SLOVENJ GRADEC",113,15.08056,46.51028
"3757","Legen","SLOVENJ GRADEC",1077,15.11444,46.50028
"3758","Mislinjska Dobrava","SLOVENJ GRADEC",740,15.12389,46.46528
"3759","Pamece","SLOVENJ GRADEC",1296,15.07917,46.53417
"3760","Podgorje","SLOVENJ GRADEC",989,15.08361,46.47194
"3761","Raduse","SLOVENJ GRADEC",221,15.06667,46.48333
"3762","Sele","SLOVENJ GRADEC",251,15.01667,46.5
"3763","Slovenj Gradec","SLOVENJ GRADEC",7380,15.08056,46.51028
"3764","Spodnji Razbor","SLOVENJ GRADEC",193,15,46.45
"3765","Stari trg","SLOVENJ GRADEC",654,15.06667,46.5
"3766","Smartno pri Slovenj Gradcu","SLOVENJ GRADEC",1231,15.10667,46.48944
"3767","Smiklavz","SLOVENJ GRADEC",150,15.13333,46.45
"3768","Tomaska vas","SLOVENJ GRADEC",133,15.08056,46.51028
"3769","Troblje","SLOVENJ GRADEC",340,15.0875,46.52944
"3770","Turiska vas","SLOVENJ GRADEC",147,15.14917,46.47444
"3771","Vodriz","SLOVENJ GRADEC",110,15.08056,46.51028
"3772","Vrhe","SLOVENJ GRADEC",319,15.03333,46.53333
"3773","Zgornji Razbor","SLOVENJ GRADEC",135,15.02389,46.45889
"3774","Bojtina","SLOVENSKA BISTRICA",79,15.5,46.46667
"3775","Brezje pri Slov. Bistrici","SLOVENSKA BISTRICA",21,15.57444,46.39278
"3776","Bukovec","SLOVENSKA BISTRICA",392,15.57444,46.39278
"3777","Cezlak","SLOVENSKA BISTRICA",30,15.45,46.41667
"3778","Cigonca","SLOVENSKA BISTRICA",210,15.56639,46.37278
"3779","Cresnjevec","SLOVENSKA BISTRICA",518,15.61639,46.37583
"3780","Devina","SLOVENSKA BISTRICA",227,15.57556,46.41111
"3781","Dolgi Vrh","SLOVENSKA BISTRICA",85,15.57444,46.39278
"3782","Drumlazno","SLOVENSKA BISTRICA",26,15.57444,46.39278
"3783","Farovec","SLOVENSKA BISTRICA",51,15.57444,46.39278
"3784","Fost","SLOVENSKA BISTRICA",83,15.57444,46.39278
"3785","Frajhajm","SLOVENSKA BISTRICA",151,15.51667,46.48333
"3786","Gabernik","SLOVENSKA BISTRICA",549,15.57444,46.39278
"3787","Gaj","SLOVENSKA BISTRICA",655,15.57444,46.39278
"3788","Gladomes","SLOVENSKA BISTRICA",420,15.57444,46.39278
"3789","Hosnica","SLOVENSKA BISTRICA",199,15.61667,46.33333
"3790","Jesovec","SLOVENSKA BISTRICA",18,15.57444,46.39278
"3791","Jurisna vas","SLOVENSKA BISTRICA",75,15.57444,46.39278
"3792","Kalse","SLOVENSKA BISTRICA",139,15.57444,46.39278
"3793","Kebelj","SLOVENSKA BISTRICA",140,15.46667,46.41667
"3794","Klopce","SLOVENSKA BISTRICA",161,15.6,46.4
"3795","Kocno ob Loznici","SLOVENSKA BISTRICA",178,15.57444,46.39278
"3796","Kocno pri Polskavi","SLOVENSKA BISTRICA",108,15.57444,46.39278
"3797","Korplje","SLOVENSKA BISTRICA",45,15.57444,46.39278
"3798","Kostanjevec","SLOVENSKA BISTRICA",305,15.57444,46.39278
"3799","Kot na Pohorju","SLOVENSKA BISTRICA",158,15.57444,46.39278
"3800","Kovaca vas","SLOVENSKA BISTRICA",549,15.57444,46.39278
"3801","Krizni Vrh","SLOVENSKA BISTRICA",278,15.57083,46.35139
"3802","Laporje","SLOVENSKA BISTRICA",420,15.59472,46.34667
"3803","Leskovec","SLOVENSKA BISTRICA",603,15.63333,46.38333
"3804","Levic","SLOVENSKA BISTRICA",114,15.57444,46.39278
"3805","Lokanja vas","SLOVENSKA BISTRICA",111,15.57444,46.39278
"3806","Lukanja","SLOVENSKA BISTRICA",7,15.3975,46.43944
"3807","Malo Tinje","SLOVENSKA BISTRICA",79,15.5,46.41667
"3808","Modric","SLOVENSKA BISTRICA",130,15.57444,46.39278
"3809","Nadgrad","SLOVENSKA BISTRICA",57,15.57444,46.39278
"3810","Ogljensak","SLOVENSKA BISTRICA",196,15.61667,46.43333
"3811","Oselj","SLOVENSKA BISTRICA",77,15.53333,46.43333
"3812","Planina pod Sumikom","SLOVENSKA BISTRICA",94,15.57444,46.39278
"3813","Podgrad na Pohorju","SLOVENSKA BISTRICA",71,15.57444,46.39278
"3814","Pokose","SLOVENSKA BISTRICA",186,15.57444,46.39278
"3815","Pragersko","SLOVENSKA BISTRICA",1140,15.66,46.39667
"3816","Preloge","SLOVENSKA BISTRICA",138,15.51667,46.36667
"3817","Prepuz","SLOVENSKA BISTRICA",139,15.57444,46.39278
"3818","Pretrez","SLOVENSKA BISTRICA",180,15.63333,46.35
"3819","Razgor pri Zabljeku","SLOVENSKA BISTRICA",102,15.57444,46.39278
"3820","Rep","SLOVENSKA BISTRICA",48,15.50361,46.41611
"3821","Ritoznoj","SLOVENSKA BISTRICA",212,15.57444,46.39278
"3822","Sele pri Polskavi","SLOVENSKA BISTRICA",165,15.57444,46.39278
"3823","Sevec","SLOVENSKA BISTRICA",43,15.57444,46.39278
"3824","Slovenska Bistrica","SLOVENSKA BISTRICA",7894,15.57444,46.39278
"3825","Smrecno","SLOVENSKA BISTRICA",88,15.5,46.45
"3826","Spodnja Loznica","SLOVENSKA BISTRICA",158,15.51667,46.38333
"3827","Spodnja Nova vas","SLOVENSKA BISTRICA",210,15.6,46.38333
"3828","Spodnja Polskava","SLOVENSKA BISTRICA",939,15.63889,46.41056
"3829","Spodnje Prebukovje","SLOVENSKA BISTRICA",140,15.56667,46.41667
"3830","Stari log","SLOVENSKA BISTRICA",249,15.57444,46.39278
"3831","Sentovec","SLOVENSKA BISTRICA",92,15.57444,46.39278
"3832","Smartno na Pohorju","SLOVENSKA BISTRICA",169,15.53944,46.44417
"3833","Tinjska Gora","SLOVENSKA BISTRICA",273,15.5,46.4
"3834","Trnovec pri Slovenski Bistrici","SLOVENSKA BISTRICA",83,15.57444,46.39278
"3835","Turiska vas na Pohorju","SLOVENSKA BISTRICA",88,15.57444,46.39278
"3836","Urh","SLOVENSKA BISTRICA",72,15.57444,46.39278
"3837","Veliko Tinje","SLOVENSKA BISTRICA",147,15.51222,46.41222
"3838","Videz","SLOVENSKA BISTRICA",152,15.56667,46.36667
"3839","Vinarje","SLOVENSKA BISTRICA",242,15.57444,46.39278
"3840","Visole","SLOVENSKA BISTRICA",545,15.57444,46.39278
"3841","Vrhloga","SLOVENSKA BISTRICA",252,15.63333,46.36667
"3842","Vrhole pri Laporju","SLOVENSKA BISTRICA",168,15.57444,46.39278
"3843","Vrhole pri Slov. Konjicah","SLOVENSKA BISTRICA",370,15.57444,46.39278
"3844","Zgornja Bistrica","SLOVENSKA BISTRICA",607,15.56667,46.4
"3845","Zgornja Breznica","SLOVENSKA BISTRICA",70,15.58333,46.33333
"3846","Zgornja Loznica","SLOVENSKA BISTRICA",393,15.51667,46.38333
"3847","Zgornja Nova vas","SLOVENSKA BISTRICA",78,15.57444,46.39278
"3848","Zgornja Polskava","SLOVENSKA BISTRICA",1250,15.61222,46.42556
"3849","Zgornje Prebukovje","SLOVENSKA BISTRICA",168,15.54889,46.43278
"3850","Zabljek","SLOVENSKA BISTRICA",167,15.56028,46.34861
"3851","Nova Gora nad Slov. Bistrico","SLOVENSKA BISTRICA",146,15.57444,46.39278
"3852","Radkovec","SLOVENSKA BISTRICA",41,15.57444,46.39278
"3853","Bezina","SLOVENSKE KONJICE",570,15.45,46.35
"3854","Blato","SLOVENSKE KONJICE",109,15.45,46.33333
"3855","Brdo","SLOVENSKE KONJICE",94,15.42583,46.33667
"3856","Breg pri Konjicah","SLOVENSKE KONJICE",144,15.42583,46.33667
"3857","Brezje pri Locah","SLOVENSKE KONJICE",116,15.42583,46.33667
"3858","Dobrava pri Konjicah","SLOVENSKE KONJICE",82,15.41667,46.35
"3859","Dobrnez","SLOVENSKE KONJICE",120,15.42583,46.33667
"3860","Draza vas","SLOVENSKE KONJICE",527,15.48333,46.33333
"3861","Gabrovlje","SLOVENSKE KONJICE",63,15.42583,46.33667
"3862","Gabrovnik","SLOVENSKE KONJICE",211,15.42583,46.33667
"3863","Sveti Jernej","SLOVENSKE KONJICE",185,15.51667,46.31667
"3864","Kamna Gora","SLOVENSKE KONJICE",102,15.42583,46.33667
"3865","Klokocovnik","SLOVENSKE KONJICE",184,15.42583,46.33667
"3866","Koble","SLOVENSKE KONJICE",118,15.5025,46.31583
"3867","Kolacno","SLOVENSKE KONJICE",48,15.42583,46.33667
"3868","Konjiska vas","SLOVENSKE KONJICE",208,15.42583,46.33667
"3869","Kraberk","SLOVENSKE KONJICE",72,15.42583,46.33667
"3870","Spodnji Jernej","SLOVENSKE KONJICE",30,15.51667,46.31667
"3871","Licenca","SLOVENSKE KONJICE",184,15.52889,46.34444
"3872","Lipoglav","SLOVENSKE KONJICE",209,15.42583,46.33667
"3873","Loce","SLOVENSKE KONJICE",644,15.5,46.29972
"3874","Mali Breg","SLOVENSKE KONJICE",61,15.42583,46.33667
"3875","Mlace","SLOVENSKE KONJICE",241,15.42583,46.33667
"3876","Nova vas pri Konjicah","SLOVENSKE KONJICE",78,15.42583,46.33667
"3877","Novo Tepanje","SLOVENSKE KONJICE",65,15.47611,46.34778
"3878","Ostrozno pri Locah","SLOVENSKE KONJICE",16,15.42583,46.33667
"3879","Penoje","SLOVENSKE KONJICE",34,15.42583,46.33667
"3880","Perovec","SLOVENSKE KONJICE",37,15.42583,46.33667
"3881","Petelinjek pri Locah","SLOVENSKE KONJICE",46,15.42583,46.33667
"3882","Podob","SLOVENSKE KONJICE",19,15.42583,46.33667
"3883","Podpec ob Dravinji","SLOVENSKE KONJICE",57,15.42583,46.33667
"3884","Polene","SLOVENSKE KONJICE",229,15.42583,46.33667
"3885","Preloge pri Konjicah","SLOVENSKE KONJICE",152,15.42583,46.33667
"3886","Prezigal","SLOVENSKE KONJICE",23,15.42583,46.33667
"3887","Selski Vrh","SLOVENSKE KONJICE",80,15.42583,46.33667
"3888","Slovenske Konjice","SLOVENSKE KONJICE",5001,15.42583,46.33667
"3889","Sojek","SLOVENSKE KONJICE",102,15.42583,46.33667
"3890","Spodnja Pristava","SLOVENSKE KONJICE",35,15.42583,46.33667
"3891","Spodnje Grusovje","SLOVENSKE KONJICE",196,15.42583,46.33667
"3892","Spodnje Laze","SLOVENSKE KONJICE",151,15.42583,46.33667
"3893","Spodnje Preloge","SLOVENSKE KONJICE",331,15.42583,46.33667
"3894","Stare Slemene","SLOVENSKE KONJICE",107,15.42583,46.33667
"3895","Strtenik","SLOVENSKE KONJICE",55,15.42583,46.33667
"3896","Suhadol","SLOVENSKE KONJICE",52,15.42583,46.33667
"3897","Skalce","SLOVENSKE KONJICE",434,15.42583,46.33667
"3898","Skedenj","SLOVENSKE KONJICE",71,15.42583,46.33667
"3899","Spitalic pri Slov. Konjicah","SLOVENSKE KONJICE",8,15.42583,46.33667
"3900","Tepanje","SLOVENSKE KONJICE",520,15.47611,46.34778
"3901","Tepanjski Vrh","SLOVENSKE KONJICE",143,15.42583,46.33667
"3902","Tolsti Vrh","SLOVENSKE KONJICE",103,15.43333,46.31667
"3903","Vesenik","SLOVENSKE KONJICE",413,15.42583,46.33667
"3904","Zbelovo","SLOVENSKE KONJICE",250,15.53333,46.3
"3905","Zbelovska Gora","SLOVENSKE KONJICE",319,15.42583,46.33667
"3906","Zece","SLOVENSKE KONJICE",235,15.395,46.355
"3907","Zgornja Pristava","SLOVENSKE KONJICE",166,15.42583,46.33667
"3908","Zgornje Laze","SLOVENSKE KONJICE",136,15.42583,46.33667
"3909","Zice","SLOVENSKE KONJICE",594,15.47972,46.315
"3910","Stajerska vas","SLOVENSKE KONJICE",43,15.42583,46.33667
"3911","Brunsvik","STARSE",423,15.73333,46.43333
"3912","Loka","STARSE",278,15.73083,46.48861
"3913","Marjeta na Dravskem polju","STARSE",476,15.73694,46.4525
"3914","Prepolje","STARSE",528,15.76389,46.44417
"3915","Rosnja","STARSE",415,15.74639,46.47861
"3916","Starse","STARSE",769,15.76722,46.46583
"3917","Trnice","STARSE",410,15.7453266,46.4503617
"3918","Zlatolicje","STARSE",773,15.79111,46.45556
"3919","Biserjane","SVETI JURIJ",74,15.3975,46.21722
"3920","Blagus","SVETI JURIJ",64,15.3975,46.21722
"3921","Bolehnecici","SVETI JURIJ",122,16.05722,46.55417
"3922","Brezje","SVETI JURIJ",31,15.3975,46.21722
"3923","Cakova","SVETI JURIJ",80,15.3975,46.21722
"3924","Dragotinci","SVETI JURIJ",127,16.03639,46.58361
"3925","Gabrc","SVETI JURIJ",21,15.3975,46.21722
"3926","Galusak","SVETI JURIJ",61,15.98333,46.55
"3927","Grabonos","SVETI JURIJ",200,15.3975,46.21722
"3928","Grabsinci","SVETI JURIJ",68,15.3975,46.21722
"3929","Jamna","SVETI JURIJ",129,16.03333,46.56667
"3930","Kocki Vrh","SVETI JURIJ",42,15.3975,46.21722
"3931","Kokolajnscak","SVETI JURIJ",78,16.01667,46.53333
"3932","Kraljevci","SVETI JURIJ",147,16,46.56667
"3933","Kupetinci","SVETI JURIJ",66,15.3975,46.21722
"3934","Kutinci","SVETI JURIJ",43,15.98333,46.55
"3935","Mali Moravscak","SVETI JURIJ",17,15.3975,46.21722
"3936","Rozicki Vrh","SVETI JURIJ",220,15.3975,46.21722
"3937","Selisci","SVETI JURIJ",111,16.08333,46.56667
"3938","Slaptinci","SVETI JURIJ",132,16.04833,46.56722
"3939","Sovjak","SVETI JURIJ",308,16,46.56667
"3940","Stanetinci","SVETI JURIJ",110,15.3975,46.21722
"3941","Stara Gora","SVETI JURIJ",79,15.3975,46.21722
"3942","Terbegovci","SVETI JURIJ",139,16.03333,46.55
"3943","Sveti jurij ob Scavnici","SVETI JURIJ",211,16.02347,46.5695
"3944","Zenik","SVETI JURIJ",108,15.3975,46.21722
"3945","Zihlava","SVETI JURIJ",75,15.3975,46.21722
"3946","Hotemaze","SENCUR",489,14.43333,46.28333
"3947","Luze","SENCUR",321,14.43333,46.26667
"3948","Milje","SENCUR",447,14.4052761,46.2673428
"3949","Olsevek","SENCUR",351,14.43333,46.28333
"3950","Prebacevo","SENCUR",514,14.3975,46.21306
"3951","Srednja vas pri Sencurju","SENCUR",504,14.4256991,46.2578023
"3952","Sencur","SENCUR",3239,14.41972,46.24556
"3953","Trboje","SENCUR",660,14.41667,46.2
"3954","Visoko","SENCUR",856,14.41806,46.27111
"3955","Voglje","SENCUR",652,14.43861,46.21556
"3956","Voklo","SENCUR",478,14.42306,46.21611
"3957","Zerjavka","SENCUR",69,14.4035234,46.2029507
"3958","Cersak","SENTILJ",698,15.66917,46.69917
"3959","Cirknica","SENTILJ",113,15.68333,46.66667
"3960","Zgornji Drazen Vrh","SENTILJ",121,15.7881548,46.6728588
"3961","Jurjevski Dol","SENTILJ",64,15.7658528,46.6384287
"3962","Kaniza","SENTILJ",226,15.6650203,46.6512552
"3963","Kozjak pri Cersaku","SENTILJ",148,15.68333,46.68333
"3964","Kresnica","SENTILJ",142,15.6332712,46.6738894
"3965","Plodrsnica","SENTILJ",117,15.7641731,46.6466659
"3966","Selnica ob Muri","SENTILJ",1027,15.7,46.68333
"3967","Sladki Vrh","SENTILJ",710,15.7349504,46.6971752
"3968","Spodnja Velka","SENTILJ",450,15.76667,46.65
"3969","Srebotje","SENTILJ",124,15.7019259,46.6716529
"3970","Stara Gora pri Sentilju","SENTILJ",88,15.6336541,46.657254
"3971","Svecane","SENTILJ",188,15.7500622,46.6931754
"3972","Sentilj v Slov. goricah","SENTILJ",2014,15.6602203,46.6759973
"3973","Somat","SENTILJ",184,15.7444386,46.6618079
"3974","Strihovec","SENTILJ",260,15.66667,46.66667
"3975","Trate","SENTILJ",263,15.78639,46.69306
"3976","Vranji Vrh","SENTILJ",416,15.7253669,46.6856982
"3977","Zgornja Velka","SENTILJ",758,15.76917,46.67528
"3978","Zgornje Dobrenje","SENTILJ",96,15.6515801,46.6529156
"3979","Zgornje Gradisce","SENTILJ",132,15.754084,46.6586916
"3980","Apnenik","SENTJERNEJ",37,15.3503188,45.8162986
"3981","Breska vas","SENTJERNEJ",21,15.2742134,45.8628249
"3982","Brezje pri Sentjerneju","SENTJERNEJ",59,15.3631344,45.840824
"3983","Cerov Log","SENTJERNEJ",227,15.3154975,45.8062438
"3984","Cadraze","SENTJERNEJ",92,15.3,45.86667
"3985","Cisti Breg","SENTJERNEJ",21,15.3726622,45.8758761
"3986","Dobravica","SENTJERNEJ",152,15.3235727,45.8442313
"3987","Dolenja Brezovica","SENTJERNEJ",151,15.3412777,45.8313892
"3988","Dolenja Stara vas","SENTJERNEJ",161,15.3534488,45.837727
"3989","Dolenje Gradisce pri Sentj.","SENTJERNEJ",126,15.2901946,45.8461458
"3990","Dolenje Mokro Polje","SENTJERNEJ",148,15.28333,45.83333
"3991","Dolenje Vrhpolje","SENTJERNEJ",146,15.3329657,45.8225328
"3992","Dolenji Maharovec","SENTJERNEJ",136,15.3,45.85
"3993","Drama","SENTJERNEJ",93,15.3398774,45.8696839
"3994","Drca","SENTJERNEJ",25,15.3615625,45.8182573
"3995","Gorenja Brezovica","SENTJERNEJ",207,15.31667,45.83333
